Year,Gebietseinheit,Kategorie,Value,GeoCode
2014,Osterholz,7-und_mehr_Zimmer,10670,K03356
2015,Osterholz,7-und_mehr_Zimmer,10757,K03356
2016,Osterholz,7-und_mehr_Zimmer,10816,K03356
2017,Osterholz,7-und_mehr_Zimmer,10897,K03356
2018,Osterholz,7-und_mehr_Zimmer,10953,K03356
2019,Osterholz,7-und_mehr_Zimmer,11042,K03356
2011,Rotenburg (Wümme),7-und_mehr_Zimmer,19479,K03357
2012,Rotenburg (Wümme),7-und_mehr_Zimmer,19555,K03357
2013,Rotenburg (Wümme),7-und_mehr_Zimmer,19643,K03357
2014,Rotenburg (Wümme),7-und_mehr_Zimmer,19769,K03357
2015,Rotenburg (Wümme),7-und_mehr_Zimmer,19905,K03357
2016,Rotenburg (Wümme),7-und_mehr_Zimmer,20037,K03357
2017,Rotenburg (Wümme),7-und_mehr_Zimmer,20159,K03357
2018,Rotenburg (Wümme),7-und_mehr_Zimmer,20280,K03357
2019,Rotenburg (Wümme),7-und_mehr_Zimmer,20396,K03357
2011,Heidekreis,7-und_mehr_Zimmer,13363,K03358
2012,Heidekreis,7-und_mehr_Zimmer,13405,K03358
2013,Heidekreis,7-und_mehr_Zimmer,13459,K03358
2014,Heidekreis,7-und_mehr_Zimmer,13539,K03358
2015,Heidekreis,7-und_mehr_Zimmer,13590,K03358
2016,Heidekreis,7-und_mehr_Zimmer,13677,K03358
2017,Heidekreis,7-und_mehr_Zimmer,13741,K03358
2018,Heidekreis,7-und_mehr_Zimmer,13791,K03358
2019,Heidekreis,7-und_mehr_Zimmer,13843,K03358
2011,Stade,7-und_mehr_Zimmer,15763,K03359
2012,Stade,7-und_mehr_Zimmer,15892,K03359
2013,Stade,7-und_mehr_Zimmer,16062,K03359
2014,Stade,7-und_mehr_Zimmer,16189,K03359
2015,Stade,7-und_mehr_Zimmer,16349,K03359
2016,Stade,7-und_mehr_Zimmer,16507,K03359
2017,Stade,7-und_mehr_Zimmer,16636,K03359
2018,Stade,7-und_mehr_Zimmer,16788,K03359
2019,Stade,7-und_mehr_Zimmer,16927,K03359
2011,Uelzen,7-und_mehr_Zimmer,10111,K03360
2012,Uelzen,7-und_mehr_Zimmer,10140,K03360
2013,Uelzen,7-und_mehr_Zimmer,10167,K03360
2014,Uelzen,7-und_mehr_Zimmer,10204,K03360
2015,Uelzen,7-und_mehr_Zimmer,10226,K03360
2016,Uelzen,7-und_mehr_Zimmer,10264,K03360
2017,Uelzen,7-und_mehr_Zimmer,10288,K03360
2018,Uelzen,7-und_mehr_Zimmer,10314,K03360
2019,Uelzen,7-und_mehr_Zimmer,10351,K03360
2011,Verden,7-und_mehr_Zimmer,13189,K03361
2012,Verden,7-und_mehr_Zimmer,13281,K03361
2013,Verden,7-und_mehr_Zimmer,13406,K03361
2014,Verden,7-und_mehr_Zimmer,13518,K03361
2015,Verden,7-und_mehr_Zimmer,13649,K03361
2016,Verden,7-und_mehr_Zimmer,13761,K03361
2017,Verden,7-und_mehr_Zimmer,13849,K03361
2018,Verden,7-und_mehr_Zimmer,13908,K03361
2019,Verden,7-und_mehr_Zimmer,13995,K03361
2011,Weser-Ems,7-und_mehr_Zimmer,268604,K034
2012,Weser-Ems,7-und_mehr_Zimmer,270718,K034
2013,Weser-Ems,7-und_mehr_Zimmer,272850,K034
2014,Weser-Ems,7-und_mehr_Zimmer,275148,K034
2015,Weser-Ems,7-und_mehr_Zimmer,277225,K034
2016,Weser-Ems,7-und_mehr_Zimmer,279416,K034
2017,Weser-Ems,7-und_mehr_Zimmer,281427,K034
2018,Weser-Ems,7-und_mehr_Zimmer,283371,K034
2019,Weser-Ems,7-und_mehr_Zimmer,285354,K034
2011,Delmenhorst.Stadt,7-und_mehr_Zimmer,4534,K03401
2012,Delmenhorst.Stadt,7-und_mehr_Zimmer,4561,K03401
2013,Delmenhorst.Stadt,7-und_mehr_Zimmer,4581,K03401
2014,Delmenhorst.Stadt,7-und_mehr_Zimmer,4606,K03401
2015,Delmenhorst.Stadt,7-und_mehr_Zimmer,4619,K03401
2016,Delmenhorst.Stadt,7-und_mehr_Zimmer,4635,K03401
2017,Delmenhorst.Stadt,7-und_mehr_Zimmer,4648,K03401
2018,Delmenhorst.Stadt,7-und_mehr_Zimmer,4666,K03401
2019,Delmenhorst.Stadt,7-und_mehr_Zimmer,4685,K03401
2011,Emden Stadt,7-und_mehr_Zimmer,2925,K03402
2012,Emden Stadt,7-und_mehr_Zimmer,2934,K03402
2013,Emden Stadt,7-und_mehr_Zimmer,2947,K03402
2014,Emden Stadt,7-und_mehr_Zimmer,2957,K03402
2015,Emden Stadt,7-und_mehr_Zimmer,2964,K03402
2016,Emden Stadt,7-und_mehr_Zimmer,2978,K03402
2017,Emden Stadt,7-und_mehr_Zimmer,2992,K03402
2018,Emden Stadt,7-und_mehr_Zimmer,3009,K03402
2019,Emden Stadt,7-und_mehr_Zimmer,3017,K03402
2011,Oldenburg (Oldb) Stadt,7-und_mehr_Zimmer,10314,K03403
2012,Oldenburg (Oldb) Stadt,7-und_mehr_Zimmer,10423,K03403
2013,Oldenburg (Oldb) Stadt,7-und_mehr_Zimmer,10503,K03403
2014,Oldenburg (Oldb) Stadt,7-und_mehr_Zimmer,10554,K03403
2015,Oldenburg (Oldb) Stadt,7-und_mehr_Zimmer,10602,K03403
2016,Oldenburg (Oldb) Stadt,7-und_mehr_Zimmer,10643,K03403
2017,Oldenburg (Oldb) Stadt,7-und_mehr_Zimmer,10679,K03403
2018,Oldenburg (Oldb) Stadt,7-und_mehr_Zimmer,10745,K03403
2019,Oldenburg (Oldb) Stadt,7-und_mehr_Zimmer,10801,K03403
2011,Osnabrück Stadt,7-und_mehr_Zimmer,7208,K03404
2012,Osnabrück Stadt,7-und_mehr_Zimmer,7294,K03404
2013,Osnabrück Stadt,7-und_mehr_Zimmer,7385,K03404
2014,Osnabrück Stadt,7-und_mehr_Zimmer,7461,K03404
2015,Osnabrück Stadt,7-und_mehr_Zimmer,7520,K03404
2016,Osnabrück Stadt,7-und_mehr_Zimmer,7579,K03404
2017,Osnabrück Stadt,7-und_mehr_Zimmer,7639,K03404
2018,Osnabrück Stadt,7-und_mehr_Zimmer,7671,K03404
2019,Osnabrück Stadt,7-und_mehr_Zimmer,7689,K03404
2011,Wilhelmshaven Stadt,7-und_mehr_Zimmer,3723,K03405
2012,Wilhelmshaven Stadt,7-und_mehr_Zimmer,3735,K03405
2013,Wilhelmshaven Stadt,7-und_mehr_Zimmer,3746,K03405
2014,Wilhelmshaven Stadt,7-und_mehr_Zimmer,3759,K03405
2015,Wilhelmshaven Stadt,7-und_mehr_Zimmer,3771,K03405
2016,Wilhelmshaven Stadt,7-und_mehr_Zimmer,3784,K03405
2017,Wilhelmshaven Stadt,7-und_mehr_Zimmer,3797,K03405
2018,Wilhelmshaven Stadt,7-und_mehr_Zimmer,3829,K03405
2019,Wilhelmshaven Stadt,7-und_mehr_Zimmer,3839,K03405
2011,Ammerland,7-und_mehr_Zimmer,13891,K03451
2012,Ammerland,7-und_mehr_Zimmer,14033,K03451
2013,Ammerland,7-und_mehr_Zimmer,14197,K03451
2014,Ammerland,7-und_mehr_Zimmer,14335,K03451
2015,Ammerland,7-und_mehr_Zimmer,14438,K03451
2016,Ammerland,7-und_mehr_Zimmer,14560,K03451
2017,Ammerland,7-und_mehr_Zimmer,14673,K03451
2018,Ammerland,7-und_mehr_Zimmer,14763,K03451
2019,Ammerland,7-und_mehr_Zimmer,14897,K03451
2011,Aurich,7-und_mehr_Zimmer,22195,K03452
2012,Aurich,7-und_mehr_Zimmer,22293,K03452
2013,Aurich,7-und_mehr_Zimmer,22407,K03452
2014,Aurich,7-und_mehr_Zimmer,22531,K03452
2015,Aurich,7-und_mehr_Zimmer,22623,K03452
2016,Aurich,7-und_mehr_Zimmer,22736,K03452
2017,Aurich,7-und_mehr_Zimmer,22843,K03452
2018,Aurich,7-und_mehr_Zimmer,22926,K03452
2019,Aurich,7-und_mehr_Zimmer,23046,K03452
2011,Cloppenburg,7-und_mehr_Zimmer,23772,K03453
2012,Cloppenburg,7-und_mehr_Zimmer,23997,K03453
2013,Cloppenburg,7-und_mehr_Zimmer,24210,K03453
2014,Cloppenburg,7-und_mehr_Zimmer,24417,K03453
2015,Cloppenburg,7-und_mehr_Zimmer,24597,K03453
2016,Cloppenburg,7-und_mehr_Zimmer,24828,K03453
2017,Cloppenburg,7-und_mehr_Zimmer,25057,K03453
2018,Cloppenburg,7-und_mehr_Zimmer,25243,K03453
2019,Cloppenburg,7-und_mehr_Zimmer,25443,K03453
2011,Emsland,7-und_mehr_Zimmer,47659,K03454
2012,Emsland,7-und_mehr_Zimmer,48133,K03454
2013,Emsland,7-und_mehr_Zimmer,48629,K03454
2014,Emsland,7-und_mehr_Zimmer,49116,K03454
2015,Emsland,7-und_mehr_Zimmer,49604,K03454
2016,Emsland,7-und_mehr_Zimmer,50114,K03454
2017,Emsland,7-und_mehr_Zimmer,50561,K03454
2018,Emsland,7-und_mehr_Zimmer,50958,K03454
2019,Emsland,7-und_mehr_Zimmer,51452,K03454
2011,Friesland,7-und_mehr_Zimmer,10492,K03455
2012,Friesland,7-und_mehr_Zimmer,10542,K03455
2013,Friesland,7-und_mehr_Zimmer,10591,K03455
2014,Friesland,7-und_mehr_Zimmer,10677,K03455
2015,Friesland,7-und_mehr_Zimmer,10753,K03455
2016,Friesland,7-und_mehr_Zimmer,10837,K03455
2017,Friesland,7-und_mehr_Zimmer,10918,K03455
2018,Friesland,7-und_mehr_Zimmer,10987,K03455
2019,Friesland,7-und_mehr_Zimmer,11042,K03455
2011,Grafschaft Bentheim,7-und_mehr_Zimmer,17248,K03456
2012,Grafschaft Bentheim,7-und_mehr_Zimmer,17347,K03456
2013,Grafschaft Bentheim,7-und_mehr_Zimmer,17512,K03456
2014,Grafschaft Bentheim,7-und_mehr_Zimmer,17702,K03456
2015,Grafschaft Bentheim,7-und_mehr_Zimmer,17878,K03456
2016,Grafschaft Bentheim,7-und_mehr_Zimmer,17996,K03456
2017,Grafschaft Bentheim,7-und_mehr_Zimmer,18170,K03456
2018,Grafschaft Bentheim,7-und_mehr_Zimmer,18299,K03456
2019,Grafschaft Bentheim,7-und_mehr_Zimmer,18429,K03456
2011,Leer,7-und_mehr_Zimmer,19919,K03457
2012,Leer,7-und_mehr_Zimmer,20069,K03457
2013,Leer,7-und_mehr_Zimmer,20223,K03457
2014,Leer,7-und_mehr_Zimmer,20372,K03457
2015,Leer,7-und_mehr_Zimmer,20571,K03457
2016,Leer,7-und_mehr_Zimmer,20723,K03457
2017,Leer,7-und_mehr_Zimmer,20848,K03457
2018,Leer,7-und_mehr_Zimmer,20960,K03457
2019,Leer,7-und_mehr_Zimmer,21083,K03457
2011,Oldenburg,7-und_mehr_Zimmer,14322,K03458
2012,Oldenburg,7-und_mehr_Zimmer,14402,K03458
2013,Oldenburg,7-und_mehr_Zimmer,14469,K03458
2014,Oldenburg,7-und_mehr_Zimmer,14552,K03458
2015,Oldenburg,7-und_mehr_Zimmer,14649,K03458
2016,Oldenburg,7-und_mehr_Zimmer,14741,K03458
2017,Oldenburg,7-und_mehr_Zimmer,14832,K03458
2018,Oldenburg,7-und_mehr_Zimmer,14926,K03458
2019,Oldenburg,7-und_mehr_Zimmer,15013,K03458
2011,Osnabrück,7-und_mehr_Zimmer,35497,K03459
2012,Osnabrück,7-und_mehr_Zimmer,35781,K03459
2013,Osnabrück,7-und_mehr_Zimmer,35990,K03459
2014,Osnabrück,7-und_mehr_Zimmer,36325,K03459
2015,Osnabrück,7-und_mehr_Zimmer,36603,K03459
2016,Osnabrück,7-und_mehr_Zimmer,36889,K03459
2017,Osnabrück,7-und_mehr_Zimmer,37149,K03459
2018,Osnabrück,7-und_mehr_Zimmer,37458,K03459
2019,Osnabrück,7-und_mehr_Zimmer,37726,K03459
2011,Vechta,7-und_mehr_Zimmer,19679,K03460
2012,Vechta,7-und_mehr_Zimmer,19884,K03460
2013,Vechta,7-und_mehr_Zimmer,20105,K03460
2014,Vechta,7-und_mehr_Zimmer,20354,K03460
2015,Vechta,7-und_mehr_Zimmer,20540,K03460
2016,Vechta,7-und_mehr_Zimmer,20774,K03460
2017,Vechta,7-und_mehr_Zimmer,20962,K03460
2018,Vechta,7-und_mehr_Zimmer,21212,K03460
2019,Vechta,7-und_mehr_Zimmer,21409,K03460
2011,Wesermarsch,7-und_mehr_Zimmer,8066,K03461
2012,Wesermarsch,7-und_mehr_Zimmer,8100,K03461
2013,Wesermarsch,7-und_mehr_Zimmer,8136,K03461
2014,Wesermarsch,7-und_mehr_Zimmer,8167,K03461
2015,Wesermarsch,7-und_mehr_Zimmer,8195,K03461
2016,Wesermarsch,7-und_mehr_Zimmer,8234,K03461
2017,Wesermarsch,7-und_mehr_Zimmer,8261,K03461
2018,Wesermarsch,7-und_mehr_Zimmer,8289,K03461
2019,Wesermarsch,7-und_mehr_Zimmer,8321,K03461
2011,Wittmund,7-und_mehr_Zimmer,7160,K03462
2012,Wittmund,7-und_mehr_Zimmer,7190,K03462
2013,Wittmund,7-und_mehr_Zimmer,7219,K03462
2014,Wittmund,7-und_mehr_Zimmer,7263,K03462
2015,Wittmund,7-und_mehr_Zimmer,7298,K03462
2016,Wittmund,7-und_mehr_Zimmer,7365,K03462
2017,Wittmund,7-und_mehr_Zimmer,7398,K03462
2018,Wittmund,7-und_mehr_Zimmer,7430,K03462
2019,Wittmund,7-und_mehr_Zimmer,7462,K03462
