Year,Gebietseinheit,Units,Kategorien,GeoCode,Value
2012,Vechta,Absolut,Bestand_Jahresbeginn,K03460,52370
2012,Wesermarsch,Absolut,Bestand_Jahresbeginn,K03461,45262
2012,Wittmund,Absolut,Bestand_Jahresbeginn,K03462,29298
2013,Niedersachsen,Absolut,Bestand_Jahresbeginn,K030,3840475
2013,Braunschweig,Absolut,Bestand_Jahresbeginn,K031,822205
2013,Braunschweig Stadt,Absolut,Bestand_Jahresbeginn,K03101,136237
2013,Salzgitter.Stadt,Absolut,Bestand_Jahresbeginn,K03102,55028
2013,Wolfsburg.Stadt,Absolut,Bestand_Jahresbeginn,K03103,63875
2013,Gifhorn,Absolut,Bestand_Jahresbeginn,K03151,76341
2013,Goslar,Absolut,Bestand_Jahresbeginn,K03153,80265
2013,Helmstedt,Absolut,Bestand_Jahresbeginn,K03154,47254
2013,Northeim,Absolut,Bestand_Jahresbeginn,K03155,68938
2013,Peine,Absolut,Bestand_Jahresbeginn,K03157,61174
2013,Wolfenbüttel,Absolut,Bestand_Jahresbeginn,K03158,60011
2013,Göttingen,Absolut,Bestand_Jahresbeginn,K03159,173082
2013,Hannover,Absolut,Bestand_Jahresbeginn,K032,1072232
2013,Hannover Region,Absolut,Bestand_Jahresbeginn,K03241,583514
2013,Hannover Landeshauptstadt,Absolut,Bestand_Jahresbeginn,K03241001,290418
2013,Diepholz,Absolut,Bestand_Jahresbeginn,K03251,96778
2013,Hameln-Pyrmont,Absolut,Bestand_Jahresbeginn,K03252,79505
2013,Hildesheim,Absolut,Bestand_Jahresbeginn,K03254,139773
2013,Holzminden,Absolut,Bestand_Jahresbeginn,K03255,38234
2013,Nienburg (Weser),Absolut,Bestand_Jahresbeginn,K03256,55935
2013,Schaumburg,Absolut,Bestand_Jahresbeginn,K03257,78493
2013,Lüneburg,Absolut,Bestand_Jahresbeginn,K033,805081
2013,Celle,Absolut,Bestand_Jahresbeginn,K03351,87243
2013,Cuxhaven,Absolut,Bestand_Jahresbeginn,K03352,100119
2013,Harburg,Absolut,Bestand_Jahresbeginn,K03353,114640
2013,Lüchow-Dannenberg,Absolut,Bestand_Jahresbeginn,K03354,26095
2013,Lüneburg,Absolut,Bestand_Jahresbeginn,K03355,85570
2013,Osterholz,Absolut,Bestand_Jahresbeginn,K03356,50700
2013,Rotenburg (Wümme),Absolut,Bestand_Jahresbeginn,K03357,73096
2013,Heidekreis,Absolut,Bestand_Jahresbeginn,K03358,66497
2013,Stade,Absolut,Bestand_Jahresbeginn,K03359,92584
2013,Uelzen,Absolut,Bestand_Jahresbeginn,K03360,47357
2013,Verden,Absolut,Bestand_Jahresbeginn,K03361,61180
2013,Weser-Ems,Absolut,Bestand_Jahresbeginn,K034,1140957
2013,Delmenhorst.Stadt,Absolut,Bestand_Jahresbeginn,K03401,37729
2013,Emden Stadt,Absolut,Bestand_Jahresbeginn,K03402,25641
2013,Oldenburg (Oldb) Stadt,Absolut,Bestand_Jahresbeginn,K03403,86642
2013,Osnabrück Stadt,Absolut,Bestand_Jahresbeginn,K03404,84790
2013,Wilhelmshaven Stadt,Absolut,Bestand_Jahresbeginn,K03405,45188
2013,Ammerland,Absolut,Bestand_Jahresbeginn,K03451,55334
2013,Aurich,Absolut,Bestand_Jahresbeginn,K03452,93614
2013,Cloppenburg,Absolut,Bestand_Jahresbeginn,K03453,61899
2013,Emsland,Absolut,Bestand_Jahresbeginn,K03454,128719
2013,Friesland,Absolut,Bestand_Jahresbeginn,K03455,49836
2013,Grafschaft Bentheim,Absolut,Bestand_Jahresbeginn,K03456,57425
2013,Leer,Absolut,Bestand_Jahresbeginn,K03457,77393
2013,Oldenburg,Absolut,Bestand_Jahresbeginn,K03458,55487
2013,Osnabrück,Absolut,Bestand_Jahresbeginn,K03459,153203
2013,Vechta,Absolut,Bestand_Jahresbeginn,K03460,53169
2013,Wesermarsch,Absolut,Bestand_Jahresbeginn,K03461,45386
2013,Wittmund,Absolut,Bestand_Jahresbeginn,K03462,29502
2014,Niedersachsen,Absolut,Bestand_Jahresbeginn,K030,3863171
2014,Braunschweig,Absolut,Bestand_Jahresbeginn,K031,824615
2014,Braunschweig Stadt,Absolut,Bestand_Jahresbeginn,K03101,136582
2014,Salzgitter.Stadt,Absolut,Bestand_Jahresbeginn,K03102,55136
2014,Wolfsburg.Stadt,Absolut,Bestand_Jahresbeginn,K03103,64068
2014,Gifhorn,Absolut,Bestand_Jahresbeginn,K03151,76953
2014,Goslar,Absolut,Bestand_Jahresbeginn,K03153,80335
2014,Helmstedt,Absolut,Bestand_Jahresbeginn,K03154,47376
2014,Northeim,Absolut,Bestand_Jahresbeginn,K03155,69004
2014,Peine,Absolut,Bestand_Jahresbeginn,K03157,61474
2014,Wolfenbüttel,Absolut,Bestand_Jahresbeginn,K03158,60179
2014,Göttingen,Absolut,Bestand_Jahresbeginn,K03159,173508
2014,Hannover,Absolut,Bestand_Jahresbeginn,K032,1075980
2014,Hannover Region,Absolut,Bestand_Jahresbeginn,K03241,585492
2014,Hannover Landeshauptstadt,Absolut,Bestand_Jahresbeginn,K03241001,291067
2014,Diepholz,Absolut,Bestand_Jahresbeginn,K03251,97446
2014,Hameln-Pyrmont,Absolut,Bestand_Jahresbeginn,K03252,79731
2014,Hildesheim,Absolut,Bestand_Jahresbeginn,K03254,140162
2014,Holzminden,Absolut,Bestand_Jahresbeginn,K03255,38245
2014,Nienburg (Weser),Absolut,Bestand_Jahresbeginn,K03256,56181
2014,Schaumburg,Absolut,Bestand_Jahresbeginn,K03257,78723
2014,Lüneburg,Absolut,Bestand_Jahresbeginn,K033,810367
2014,Celle,Absolut,Bestand_Jahresbeginn,K03351,87576
2014,Cuxhaven,Absolut,Bestand_Jahresbeginn,K03352,100744
2014,Harburg,Absolut,Bestand_Jahresbeginn,K03353,115761
2014,Lüchow-Dannenberg,Absolut,Bestand_Jahresbeginn,K03354,26148
2014,Lüneburg,Absolut,Bestand_Jahresbeginn,K03355,86345
2014,Osterholz,Absolut,Bestand_Jahresbeginn,K03356,50935
2014,Rotenburg (Wümme),Absolut,Bestand_Jahresbeginn,K03357,73502
2014,Heidekreis,Absolut,Bestand_Jahresbeginn,K03358,66718
2014,Stade,Absolut,Bestand_Jahresbeginn,K03359,93428
2014,Uelzen,Absolut,Bestand_Jahresbeginn,K03360,47511
2014,Verden,Absolut,Bestand_Jahresbeginn,K03361,61699
2014,Weser-Ems,Absolut,Bestand_Jahresbeginn,K034,1152209
2014,Delmenhorst.Stadt,Absolut,Bestand_Jahresbeginn,K03401,37886
2014,Emden Stadt,Absolut,Bestand_Jahresbeginn,K03402,25744
2014,Oldenburg (Oldb) Stadt,Absolut,Bestand_Jahresbeginn,K03403,87754
2014,Osnabrück Stadt,Absolut,Bestand_Jahresbeginn,K03404,85216
2014,Wilhelmshaven Stadt,Absolut,Bestand_Jahresbeginn,K03405,45205
2014,Ammerland,Absolut,Bestand_Jahresbeginn,K03451,56229
2014,Aurich,Absolut,Bestand_Jahresbeginn,K03452,94562
2014,Cloppenburg,Absolut,Bestand_Jahresbeginn,K03453,62949
2014,Emsland,Absolut,Bestand_Jahresbeginn,K03454,130666
2014,Friesland,Absolut,Bestand_Jahresbeginn,K03455,50184
2014,Grafschaft Bentheim,Absolut,Bestand_Jahresbeginn,K03456,58113
2014,Leer,Absolut,Bestand_Jahresbeginn,K03457,78229
2014,Oldenburg,Absolut,Bestand_Jahresbeginn,K03458,55780
2014,Osnabrück,Absolut,Bestand_Jahresbeginn,K03459,154159
2014,Vechta,Absolut,Bestand_Jahresbeginn,K03460,54242
2014,Wesermarsch,Absolut,Bestand_Jahresbeginn,K03461,45555
2014,Wittmund,Absolut,Bestand_Jahresbeginn,K03462,29736
2015,Niedersachsen,Absolut,Bestand_Jahresbeginn,K030,3888731
2015,Braunschweig,Absolut,Bestand_Jahresbeginn,K031,827735
2015,Braunschweig Stadt,Absolut,Bestand_Jahresbeginn,K03101,137072
2015,Salzgitter.Stadt,Absolut,Bestand_Jahresbeginn,K03102,55191
2015,Wolfsburg.Stadt,Absolut,Bestand_Jahresbeginn,K03103,64472
2015,Gifhorn,Absolut,Bestand_Jahresbeginn,K03151,77676
2015,Goslar,Absolut,Bestand_Jahresbeginn,K03153,80444
2015,Helmstedt,Absolut,Bestand_Jahresbeginn,K03154,47558
2015,Northeim,Absolut,Bestand_Jahresbeginn,K03155,69096
2015,Peine,Absolut,Bestand_Jahresbeginn,K03157,61768
2015,Wolfenbüttel,Absolut,Bestand_Jahresbeginn,K03158,60400
2015,Göttingen,Absolut,Bestand_Jahresbeginn,K03159,174058
2015,Hannover,Absolut,Bestand_Jahresbeginn,K032,1080187
2015,Hannover Region,Absolut,Bestand_Jahresbeginn,K03241,587991
2015,Hannover Landeshauptstadt,Absolut,Bestand_Jahresbeginn,K03241001,292121
2015,Diepholz,Absolut,Bestand_Jahresbeginn,K03251,98143
2015,Hameln-Pyrmont,Absolut,Bestand_Jahresbeginn,K03252,79906
2015,Hildesheim,Absolut,Bestand_Jahresbeginn,K03254,140566
2015,Holzminden,Absolut,Bestand_Jahresbeginn,K03255,38260
2015,Nienburg (Weser),Absolut,Bestand_Jahresbeginn,K03256,56398
2015,Schaumburg,Absolut,Bestand_Jahresbeginn,K03257,78923
2015,Lüneburg,Absolut,Bestand_Jahresbeginn,K033,816272
2015,Celle,Absolut,Bestand_Jahresbeginn,K03351,87944
2015,Cuxhaven,Absolut,Bestand_Jahresbeginn,K03352,101530
2015,Harburg,Absolut,Bestand_Jahresbeginn,K03353,116911
2015,Lüchow-Dannenberg,Absolut,Bestand_Jahresbeginn,K03354,26248
2015,Lüneburg,Absolut,Bestand_Jahresbeginn,K03355,86872
2015,Osterholz,Absolut,Bestand_Jahresbeginn,K03356,51296
2015,Rotenburg (Wümme),Absolut,Bestand_Jahresbeginn,K03357,74123
2015,Heidekreis,Absolut,Bestand_Jahresbeginn,K03358,66984
2015,Stade,Absolut,Bestand_Jahresbeginn,K03359,94507
2015,Uelzen,Absolut,Bestand_Jahresbeginn,K03360,47710
2015,Verden,Absolut,Bestand_Jahresbeginn,K03361,62147
2015,Weser-Ems,Absolut,Bestand_Jahresbeginn,K034,1164537
2015,Delmenhorst.Stadt,Absolut,Bestand_Jahresbeginn,K03401,38112
2015,Emden Stadt,Absolut,Bestand_Jahresbeginn,K03402,26046
2015,Oldenburg (Oldb) Stadt,Absolut,Bestand_Jahresbeginn,K03403,88504
2015,Osnabrück Stadt,Absolut,Bestand_Jahresbeginn,K03404,85580
2015,Wilhelmshaven Stadt,Absolut,Bestand_Jahresbeginn,K03405,45330
2015,Ammerland,Absolut,Bestand_Jahresbeginn,K03451,56919
2015,Aurich,Absolut,Bestand_Jahresbeginn,K03452,95372
2015,Cloppenburg,Absolut,Bestand_Jahresbeginn,K03453,64171
2015,Emsland,Absolut,Bestand_Jahresbeginn,K03454,133129
2015,Friesland,Absolut,Bestand_Jahresbeginn,K03455,50721
2015,Grafschaft Bentheim,Absolut,Bestand_Jahresbeginn,K03456,58963
2015,Leer,Absolut,Bestand_Jahresbeginn,K03457,79035
2015,Oldenburg,Absolut,Bestand_Jahresbeginn,K03458,56125
2015,Osnabrück,Absolut,Bestand_Jahresbeginn,K03459,155487
2015,Vechta,Absolut,Bestand_Jahresbeginn,K03460,55325
2015,Wesermarsch,Absolut,Bestand_Jahresbeginn,K03461,45695
2015,Wittmund,Absolut,Bestand_Jahresbeginn,K03462,30023
2016,Niedersachsen,Absolut,Bestand_Jahresbeginn,K030,3914139
2016,Braunschweig,Absolut,Bestand_Jahresbeginn,K031,830798
2016,Braunschweig Stadt,Absolut,Bestand_Jahresbeginn,K03101,137475
2016,Salzgitter.Stadt,Absolut,Bestand_Jahresbeginn,K03102,55249
2016,Wolfsburg.Stadt,Absolut,Bestand_Jahresbeginn,K03103,64691
2016,Gifhorn,Absolut,Bestand_Jahresbeginn,K03151,78369
2016,Goslar,Absolut,Bestand_Jahresbeginn,K03153,80517
2016,Helmstedt,Absolut,Bestand_Jahresbeginn,K03154,47691
2016,Northeim,Absolut,Bestand_Jahresbeginn,K03155,69192
2016,Peine,Absolut,Bestand_Jahresbeginn,K03157,62312
2016,Wolfenbüttel,Absolut,Bestand_Jahresbeginn,K03158,60712
2016,Göttingen,Absolut,Bestand_Jahresbeginn,K03159,174590
2016,Hannover,Absolut,Bestand_Jahresbeginn,K032,1085005
2016,Hannover Region,Absolut,Bestand_Jahresbeginn,K03241,590722
2016,Hannover Landeshauptstadt,Absolut,Bestand_Jahresbeginn,K03241001,293352
2016,Diepholz,Absolut,Bestand_Jahresbeginn,K03251,98892
2016,Hameln-Pyrmont,Absolut,Bestand_Jahresbeginn,K03252,80053
2016,Hildesheim,Absolut,Bestand_Jahresbeginn,K03254,141041
2016,Holzminden,Absolut,Bestand_Jahresbeginn,K03255,38341
2016,Nienburg (Weser),Absolut,Bestand_Jahresbeginn,K03256,56695
2016,Schaumburg,Absolut,Bestand_Jahresbeginn,K03257,79261
2016,Lüneburg,Absolut,Bestand_Jahresbeginn,K033,822487
2016,Celle,Absolut,Bestand_Jahresbeginn,K03351,88333
2016,Cuxhaven,Absolut,Bestand_Jahresbeginn,K03352,102130
2016,Harburg,Absolut,Bestand_Jahresbeginn,K03353,117999
2016,Lüchow-Dannenberg,Absolut,Bestand_Jahresbeginn,K03354,26325
2016,Lüneburg,Absolut,Bestand_Jahresbeginn,K03355,87648
2016,Osterholz,Absolut,Bestand_Jahresbeginn,K03356,51635
2016,Rotenburg (Wümme),Absolut,Bestand_Jahresbeginn,K03357,74661
2016,Heidekreis,Absolut,Bestand_Jahresbeginn,K03358,67239
2016,Stade,Absolut,Bestand_Jahresbeginn,K03359,95870
2016,Uelzen,Absolut,Bestand_Jahresbeginn,K03360,47821
2016,Verden,Absolut,Bestand_Jahresbeginn,K03361,62826
2016,Weser-Ems,Absolut,Bestand_Jahresbeginn,K034,1175849
2016,Delmenhorst.Stadt,Absolut,Bestand_Jahresbeginn,K03401,38260
2016,Emden Stadt,Absolut,Bestand_Jahresbeginn,K03402,26122
2016,Oldenburg (Oldb) Stadt,Absolut,Bestand_Jahresbeginn,K03403,89598
2016,Osnabrück Stadt,Absolut,Bestand_Jahresbeginn,K03404,86081
2016,Wilhelmshaven Stadt,Absolut,Bestand_Jahresbeginn,K03405,45384
2016,Ammerland,Absolut,Bestand_Jahresbeginn,K03451,57466
2016,Aurich,Absolut,Bestand_Jahresbeginn,K03452,96192
2016,Cloppenburg,Absolut,Bestand_Jahresbeginn,K03453,65096
2016,Emsland,Absolut,Bestand_Jahresbeginn,K03454,135112
2016,Friesland,Absolut,Bestand_Jahresbeginn,K03455,51110
2016,Grafschaft Bentheim,Absolut,Bestand_Jahresbeginn,K03456,59728
2016,Leer,Absolut,Bestand_Jahresbeginn,K03457,79966
2016,Oldenburg,Absolut,Bestand_Jahresbeginn,K03458,56660
2016,Osnabrück,Absolut,Bestand_Jahresbeginn,K03459,156730
2016,Vechta,Absolut,Bestand_Jahresbeginn,K03460,56143
2016,Wesermarsch,Absolut,Bestand_Jahresbeginn,K03461,45819
2016,Wittmund,Absolut,Bestand_Jahresbeginn,K03462,30382
2017,Niedersachsen,Absolut,Bestand_Jahresbeginn,K030,3943369
2017,Braunschweig,Absolut,Bestand_Jahresbeginn,K031,834687
2017,Braunschweig Stadt,Absolut,Bestand_Jahresbeginn,K03101,137907
2017,Salzgitter.Stadt,Absolut,Bestand_Jahresbeginn,K03102,55328
2017,Wolfsburg.Stadt,Absolut,Bestand_Jahresbeginn,K03103,65346
2017,Gifhorn,Absolut,Bestand_Jahresbeginn,K03151,79101
2017,Goslar,Absolut,Bestand_Jahresbeginn,K03153,80638
2017,Helmstedt,Absolut,Bestand_Jahresbeginn,K03154,47931
2017,Northeim,Absolut,Bestand_Jahresbeginn,K03155,69315
2017,Peine,Absolut,Bestand_Jahresbeginn,K03157,62788
2017,Wolfenbüttel,Absolut,Bestand_Jahresbeginn,K03158,61089
2017,Göttingen,Absolut,Bestand_Jahresbeginn,K03159,175244
2017,Hannover,Absolut,Bestand_Jahresbeginn,K032,1089713
2017,Hannover Region,Absolut,Bestand_Jahresbeginn,K03241,593375
2017,Hannover Landeshauptstadt,Absolut,Bestand_Jahresbeginn,K03241001,294257
2017,Diepholz,Absolut,Bestand_Jahresbeginn,K03251,99661
2017,Hameln-Pyrmont,Absolut,Bestand_Jahresbeginn,K03252,80146
2017,Hildesheim,Absolut,Bestand_Jahresbeginn,K03254,141521
2017,Holzminden,Absolut,Bestand_Jahresbeginn,K03255,38399
2017,Nienburg (Weser),Absolut,Bestand_Jahresbeginn,K03256,57087
2017,Schaumburg,Absolut,Bestand_Jahresbeginn,K03257,79524
2017,Lüneburg,Absolut,Bestand_Jahresbeginn,K033,830154
2017,Celle,Absolut,Bestand_Jahresbeginn,K03351,88856
2017,Cuxhaven,Absolut,Bestand_Jahresbeginn,K03352,103005
2017,Harburg,Absolut,Bestand_Jahresbeginn,K03353,119535
2017,Lüchow-Dannenberg,Absolut,Bestand_Jahresbeginn,K03354,26491
2017,Lüneburg,Absolut,Bestand_Jahresbeginn,K03355,88445
2017,Osterholz,Absolut,Bestand_Jahresbeginn,K03356,51989
2017,Rotenburg (Wümme),Absolut,Bestand_Jahresbeginn,K03357,75383
2017,Heidekreis,Absolut,Bestand_Jahresbeginn,K03358,67715
2017,Stade,Absolut,Bestand_Jahresbeginn,K03359,97083
2017,Uelzen,Absolut,Bestand_Jahresbeginn,K03360,48234
2017,Verden,Absolut,Bestand_Jahresbeginn,K03361,63418
2017,Weser-Ems,Absolut,Bestand_Jahresbeginn,K034,1188815
2017,Delmenhorst.Stadt,Absolut,Bestand_Jahresbeginn,K03401,38455
2017,Emden Stadt,Absolut,Bestand_Jahresbeginn,K03402,26252
2017,Oldenburg (Oldb) Stadt,Absolut,Bestand_Jahresbeginn,K03403,90940
2017,Osnabrück Stadt,Absolut,Bestand_Jahresbeginn,K03404,86772
2017,Wilhelmshaven Stadt,Absolut,Bestand_Jahresbeginn,K03405,45480
2017,Ammerland,Absolut,Bestand_Jahresbeginn,K03451,58256
2017,Aurich,Absolut,Bestand_Jahresbeginn,K03452,96986
2017,Cloppenburg,Absolut,Bestand_Jahresbeginn,K03453,66430
2017,Emsland,Absolut,Bestand_Jahresbeginn,K03454,137251
2017,Friesland,Absolut,Bestand_Jahresbeginn,K03455,51649
2017,Grafschaft Bentheim,Absolut,Bestand_Jahresbeginn,K03456,60308
2017,Leer,Absolut,Bestand_Jahresbeginn,K03457,80828
2017,Oldenburg,Absolut,Bestand_Jahresbeginn,K03458,57137
2017,Osnabrück,Absolut,Bestand_Jahresbeginn,K03459,158010
2017,Vechta,Absolut,Bestand_Jahresbeginn,K03460,57327
2017,Wesermarsch,Absolut,Bestand_Jahresbeginn,K03461,46002
2017,Wittmund,Absolut,Bestand_Jahresbeginn,K03462,30732
2018,Niedersachsen,Absolut,Bestand_Jahresbeginn,K030,3971972
2018,Braunschweig,Absolut,Bestand_Jahresbeginn,K031,838761
2018,Braunschweig Stadt,Absolut,Bestand_Jahresbeginn,K03101,138206
2018,Salzgitter.Stadt,Absolut,Bestand_Jahresbeginn,K03102,55435
2018,Wolfsburg.Stadt,Absolut,Bestand_Jahresbeginn,K03103,65795
2018,Gifhorn,Absolut,Bestand_Jahresbeginn,K03151,80129
2018,Goslar,Absolut,Bestand_Jahresbeginn,K03153,80783
2018,Helmstedt,Absolut,Bestand_Jahresbeginn,K03154,48183
2018,Northeim,Absolut,Bestand_Jahresbeginn,K03155,69535
2018,Peine,Absolut,Bestand_Jahresbeginn,K03157,63478
2018,Wolfenbüttel,Absolut,Bestand_Jahresbeginn,K03158,61287
2018,Göttingen,Absolut,Bestand_Jahresbeginn,K03159,175930
2018,Hannover,Absolut,Bestand_Jahresbeginn,K032,1094726
2018,Hannover Region,Absolut,Bestand_Jahresbeginn,K03241,596488
2018,Hannover Landeshauptstadt,Absolut,Bestand_Jahresbeginn,K03241001,295357
2018,Diepholz,Absolut,Bestand_Jahresbeginn,K03251,100371
2018,Hameln-Pyrmont,Absolut,Bestand_Jahresbeginn,K03252,80288
2018,Hildesheim,Absolut,Bestand_Jahresbeginn,K03254,141971
2018,Holzminden,Absolut,Bestand_Jahresbeginn,K03255,38446
2018,Nienburg (Weser),Absolut,Bestand_Jahresbeginn,K03256,57339
2018,Schaumburg,Absolut,Bestand_Jahresbeginn,K03257,79823
2018,Lüneburg,Absolut,Bestand_Jahresbeginn,K033,837157
2018,Celle,Absolut,Bestand_Jahresbeginn,K03351,89201
2018,Cuxhaven,Absolut,Bestand_Jahresbeginn,K03352,103738
2018,Harburg,Absolut,Bestand_Jahresbeginn,K03353,120603
2018,Lüchow-Dannenberg,Absolut,Bestand_Jahresbeginn,K03354,26530
2018,Lüneburg,Absolut,Bestand_Jahresbeginn,K03355,89810
2018,Osterholz,Absolut,Bestand_Jahresbeginn,K03356,52382
2018,Rotenburg (Wümme),Absolut,Bestand_Jahresbeginn,K03357,76132
2018,Heidekreis,Absolut,Bestand_Jahresbeginn,K03358,68016
2018,Stade,Absolut,Bestand_Jahresbeginn,K03359,98424
2018,Uelzen,Absolut,Bestand_Jahresbeginn,K03360,48364
2018,Verden,Absolut,Bestand_Jahresbeginn,K03361,63957
2018,Weser-Ems,Absolut,Bestand_Jahresbeginn,K034,1201328
2018,Delmenhorst.Stadt,Absolut,Bestand_Jahresbeginn,K03401,38665
2018,Emden Stadt,Absolut,Bestand_Jahresbeginn,K03402,26475
2018,Oldenburg (Oldb) Stadt,Absolut,Bestand_Jahresbeginn,K03403,92270
2018,Osnabrück Stadt,Absolut,Bestand_Jahresbeginn,K03404,87201
2018,Wilhelmshaven Stadt,Absolut,Bestand_Jahresbeginn,K03405,45551
2018,Ammerland,Absolut,Bestand_Jahresbeginn,K03451,58878
2018,Aurich,Absolut,Bestand_Jahresbeginn,K03452,97755
2018,Cloppenburg,Absolut,Bestand_Jahresbeginn,K03453,67720
2018,Emsland,Absolut,Bestand_Jahresbeginn,K03454,139485
2018,Friesland,Absolut,Bestand_Jahresbeginn,K03455,52130
2018,Grafschaft Bentheim,Absolut,Bestand_Jahresbeginn,K03456,61140
2018,Leer,Absolut,Bestand_Jahresbeginn,K03457,81741
2018,Oldenburg,Absolut,Bestand_Jahresbeginn,K03458,57573
2018,Osnabrück,Absolut,Bestand_Jahresbeginn,K03459,159311
2018,Vechta,Absolut,Bestand_Jahresbeginn,K03460,58251
2018,Wesermarsch,Absolut,Bestand_Jahresbeginn,K03461,46160
2018,Wittmund,Absolut,Bestand_Jahresbeginn,K03462,31022
2012,Niedersachsen,Absolut,Veraenderung_Insgesamt,K030,19916
2012,Braunschweig,Absolut,Veraenderung_Insgesamt,K031,1839
2012,Braunschweig Stadt,Absolut,Veraenderung_Insgesamt,K03101,514
2012,Salzgitter.Stadt,Absolut,Veraenderung_Insgesamt,K03102,62
2012,Wolfsburg.Stadt,Absolut,Veraenderung_Insgesamt,K03103,-37
2012,Gifhorn,Absolut,Veraenderung_Insgesamt,K03151,409
2012,Goslar,Absolut,Veraenderung_Insgesamt,K03153,32
2012,Helmstedt,Absolut,Veraenderung_Insgesamt,K03154,49
2012,Northeim,Absolut,Veraenderung_Insgesamt,K03155,80
2012,Peine,Absolut,Veraenderung_Insgesamt,K03157,262
2012,Wolfenbüttel,Absolut,Veraenderung_Insgesamt,K03158,165
2012,Göttingen,Absolut,Veraenderung_Insgesamt,K03159,303
2012,Hannover,Absolut,Veraenderung_Insgesamt,K032,4169
2012,Hannover Region,Absolut,Veraenderung_Insgesamt,K03241,2506
2012,Hannover Landeshauptstadt,Absolut,Veraenderung_Insgesamt,K03241001,1019
2012,Diepholz,Absolut,Veraenderung_Insgesamt,K03251,789
2012,Hameln-Pyrmont,Absolut,Veraenderung_Insgesamt,K03252,104
2012,Hildesheim,Absolut,Veraenderung_Insgesamt,K03254,243
2012,Holzminden,Absolut,Veraenderung_Insgesamt,K03255,48
2012,Nienburg (Weser),Absolut,Veraenderung_Insgesamt,K03256,229
2012,Schaumburg,Absolut,Veraenderung_Insgesamt,K03257,250
